id,target_name,drugbank_id,category,organism,known_action,actions,pubmed_id,uniprot_id
BE0001614,Dihydrofolate reductase,DB02805,target,Humans,unknown,,17139284,P07998
BE0001486,Peptide deformylase,DB02809,target,Lactobacillus casei,unknown,,17139284,P00381
BE0001688,Diacylglycerol acyltransferase/mycolyltransferase Ag85C,DB02810,target,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228),unknown,,17139284,Q9I7A8
BE0002180,Cholinesterase,DB02811,target,Mycobacterium tuberculosis,unknown,,17139284,P9WQN9
BE0001739,Trypsin-1,DB02811,target,Humans,unknown,,,P06276
BE0001153,Beta-hexosaminidase subunit beta,DB02812,target,Humans,unknown,inhibitor,12930148,P07477
BE0001584,Chitinase B,DB02813,target,Humans,unknown,,17139284,P07686
BE0001430,Beta-lactamase,DB02813,target,Serratia marcescens,unknown,,17139284,P11797
BE0001246,Camphor 5-monooxygenase,DB02816,target,Enterobacter cloacae,unknown,,17139284,P05364
BE0000829,Glutamate receptor 2,DB02817,target,Pseudomonas putida,unknown,,17139284,P00183
BE0001229,Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase,DB02818,target,Humans,unknown,,17139284,P42262
BE0000317,3-hydroxyacyl-CoA dehydrogenase type-2,DB02819,target,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),unknown,,17139284,Q05603
BE0000424,"Ornithine aminotransferase, mitochondrial",DB02820,target,Humans,unknown,,17139284,Q99714
BE0000465,Alcohol dehydrogenase 1C,DB02821,target,Humans,unknown,inhibitor,17139284,P04181
BE0001896,Alkaline phosphatase,DB02822,target,Humans,unknown,,17139284,P00326
BE0000331,"Serine hydroxymethyltransferase, cytosolic",DB02823,target,Escherichia coli (strain K12),unknown,,17139284,P00634
BE0000404,Ornithine decarboxylase,DB02824,target,Humans,unknown,,17139284,P34896
BE0001838,Serine hydroxymethyltransferase,DB02824,target,Humans,unknown,,17139284,P11926
BE0002839,L-allo-threonine aldolase,DB02824,target,Shigella flexneri,unknown,,17139284,P0A827
BE0000426,Acetylcholinesterase,DB02824,target,Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099),unknown,,,Q9X266
BE0000623,Tyrosine-protein phosphatase non-receptor type 1,DB02825,target,Humans,unknown,,17139284,P22303
BE0001285,Delta-aminolevulinic acid dehydratase,DB02827,target,Humans,unknown,,17139284,P18031
BE0001468,Neuraminidase,DB02828,target,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228),unknown,,17139284,Q59643
BE0002214,Adenosine deaminase,DB02829,target,Influenza A virus (strain A/Tokyo/3/1967 H2N2),unknown,,17139284,P06820
BE0000869,L-xylulose reductase,DB02830,target,Humans,unknown,,10592235,P00813
BE0002022,Phosphate-binding protein PstS,DB02831,target,Humans,unknown,,17139284,Q7Z4W1
BE0001900,Sulfite reductase [NADPH] hemoprotein beta-component,DB02831,target,Escherichia coli (strain K12),unknown,,17139284,P0AG82
BE0003734,Cyclin-A2,DB02832,target,Escherichia coli (strain K12),unknown,,17139284,P17846
BE0001072,Cyclin-dependent kinase 2,DB02833,target,Humans,unknown,,10592235,P20248
BE0000747,Aldose reductase,DB02833,target,Humans,unknown,,17139284,P24941
BE0001357,Beta-phosphoglucomutase,DB02834,target,Humans,unknown,,17139284,P15121
BE0004461,Phosphoglucomutase-1,DB02835,target,Lactococcus lactis subsp. lactis (strain IL1403),unknown,,17139284,P71447
BE0001441,Adenylosuccinate synthetase,DB02835,target,Humans,unknown,,17139284,P36871
BE0001706,Bifunctional (p)ppGpp synthase/hydrolase RelA,DB02836,target,Escherichia coli (strain K12),unknown,,17139284,P0A7D4
BE0004482,Mannose-binding protein C,DB02836,target,Streptococcus dysgalactiae subsp. equisimilis,unknown,,17139284,Q54089
BE0004141,D-amino-acid oxidase,DB02837,target,Humans,unknown,,17139284,P11226
BE0001543,p-hydroxybenzoate hydroxylase,DB02838,target,Humans,unknown,,17139284,P14920
BE0001523,p-hydroxybenzoate hydroxylase,DB02839,target,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228),unknown,,17139284,P20586
BE0001120,Heat shock protein HSP 90-alpha,DB02839,target,Pseudomonas fluorescens,unknown,,17139284,P00438
BE0003894,Beta-lactamase TEM,DB02840,target,Humans,unknown,,17139284,P07900
BE0001568,Beta-lactamase TEM,DB02841,target,Escherichia coli,unknown,,10592235,P62593
BE0002718,Beta-lactamase,DB02841,target,Salmonella typhi,unknown,,17139284,P62594
BE0004796,DNA,DB02841,target,Escherichia coli,unknown,,10592235,Q9L5C8
BE0000916,"Glycogen phosphorylase, muscle form",DB02843,target,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228),unknown,,17139284,P26276
BE0001698,Maltodextrin phosphorylase,DB02843,target,Humans,unknown,,17139284,P11217
BE0001703,Glucose-1-phosphatase,DB02843,target,Escherichia coli (strain K12),unknown,,17139284,P00490
BE0002493,Glucose-1-phosphate thymidylyltransferase,DB02843,target,Escherichia coli (strain K12),unknown,,17139284,P19926
BE0001674,Spermidine synthase,DB02843,target,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228),unknown,,,Q9HU22
BE0002180,Cholinesterase,DB02844,target,Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099),unknown,,17139284,Q9WZC2
BE0000426,Acetylcholinesterase,DB02845,target,Humans,unknown,,,P06276
BE0001897,Esterase,DB02845,target,Humans,unknown,,17139284,P22303
BE0002180,Cholinesterase,DB02845,target,Streptomyces scabies,unknown,,17139284,P22266
BE0004149,Annexin A5,DB02845,enzyme,Humans,unknown,inhibitor,3726876,P06276
BE0002431,"Fructose-1,6-bisphosphatase 1",DB02846,target,Humans,unknown,,17139284,P08758
BE0001506,"2,2-dialkylglycine decarboxylase",DB02848,target,Humans,unknown,,10592235,P09467
BE0000455,4-hydroxyphenylpyruvate dioxygenase,DB02849,target,Pseudomonas cepacia ,unknown,,17139284,P16932
BE0001246,Camphor 5-monooxygenase,DB02850,target,Humans,unknown,,17139284,P32754
BE0000826,"Glutamate receptor ionotropic, kainate 2",DB02851,target,Pseudomonas putida,unknown,,17139284,P00183
BE0000536,Proton-coupled amino acid transporter 1,DB02852,target,Humans,unknown,,17139284,Q13002
BE0003805,Ig gamma-2 chain C region,DB02853,transporter,Humans,unknown,,14718599,Q7Z2H8
BE0000886,Bile salt sulfotransferase,DB02854,target,Humans,unknown,,10592235,P01859
BE0001679,3-alpha-(or 20-beta)-hydroxysteroid dehydrogenase,DB02854,target,Humans,unknown,,17139284,Q06520
BE0002840,Estradiol 17-beta-dehydrogenase 11,DB02854,target,Mycobacterium tuberculosis,unknown,,17139284,P9WGT1
BE0000939,Cathepsin B,DB02854,target,Humans,unknown,,10592235,Q8NBQ5
BE0001772,Shiga-like toxin 1 subunit B,DB02855,target,Humans,unknown,,10592235,P07858
BE0001360,DNA polymerase,DB02856,target,Bacteriophage H30,unknown,,17139284,P69178
BE0000250,Purine nucleoside phosphorylase,DB02857,target,Enterobacteria phage RB69,unknown,,17139284,Q38087
BE0002841,Purine nucleoside phosphorylase,DB02857,target,Humans,unknown,,17139284,P00491
BE0001358,Beta-lactamase,DB02857,target,Thermus thermophilus (strain HB8 / ATCC 27634 / DSM 579),unknown,,,Q5SID9
BE0000702,Acetyl-CoA carboxylase 2,DB02858,target,Escherichia coli (strain K12),unknown,,17139284,P00811
BE0001447,Serine/threonine-protein phosphatase PP1-gamma catalytic subunit,DB02859,target,Humans,unknown,,17139284,O00763
BE0000322,Carbonic anhydrase 2,DB02860,target,Humans,unknown,,17139284,P36873
BE0001326,Ferrichrome-iron receptor,DB02861,target,Humans,unknown,,17139284,P00918
BE0000322,Carbonic anhydrase 2,DB02865,target,Escherichia coli (strain K12),unknown,,17139284,P06971
BE0001369,Phosphomannomutase/phosphoglucomutase,DB02866,target,Humans,unknown,,17139284,P00918
BE0000418,Calmodulin,DB02867,target,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228),unknown,,17139284,P26276
BE0003417,Cathepsin K,DB02868,target,Humans,unknown,,17139284,P0DP23
BE0001909,Cathepsin L2,DB02869,target,Humans,unknown,,10592235,P43235
BE0001248,Lysozyme,DB02869,target,Humans,unknown,,17139284,O60911
BE0000465,Alcohol dehydrogenase 1C,DB02870,target,Enterobacteria phage T4,unknown,,17139284,P00720
BE0001003,E3 ubiquitin-protein ligase Mdm2,DB02871,target,Humans,unknown,,10592235,P00326
BE0001019,Mitogen-activated protein kinase 14,DB02872,target,Humans,unknown,,17139284,Q00987
BE0001739,Trypsin-1,DB02873,target,Humans,unknown,,17139284,Q16539
BE0001430,Beta-lactamase,DB02875,target,Humans,unknown,,10592235,P07477
BE0000206,Retinoic acid receptor beta,DB02876,target,Enterobacter cloacae,unknown,,17139284,P05364
BE0000050,Delta-aminolevulinic acid dehydratase,DB02877,target,Humans,unknown,,15546741,P10826
BE0001895,47 kDa membrane antigen,DB02878,target,Humans,unknown,,17139284,P13716
BE0001600,Cytidylate kinase,DB02879,target,Treponema pallidum (strain Nichols),unknown,,17139284,P29723
BE0002842,Zinc finger Y-chromosomal protein,DB02883,target,Escherichia coli (strain K12),unknown,,17139284,P0A6I0
BE0001327,Thiamine-phosphate synthase,DB02884,target,Humans,unknown,,,P08048
BE0003106,Nucleoside diphosphate kinase A,DB02885,target,Bacillus subtilis (strain 168),unknown,,17139284,P39594
BE0000695,Peptidyl-prolyl cis-trans isomerase FKBP1A,DB02887,target,Humans,unknown,,17139284,P15531
BE0002639,Pancreatic alpha-amylase,DB02888,target,Humans,unknown,,17139284,P62942
BE0004473,Uridine 5'-monophosphate synthase,DB02889,target,Humans,unknown,,,P04746
BE0001677,Orotidine 5'-phosphate decarboxylase,DB02890,target,Humans,unknown,,17139284,P11172
BE0001593,Meso-diaminopimelate D-dehydrogenase,DB02890,target,Escherichia coli (strain K12),unknown,,17139284,P08244
BE0001534,Methionine aminopeptidase 2,DB02892,target,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),unknown,,17139284,P04964
BE0002843,"Transcriptional regulator, HTH_3 family",DB02893,target,Humans,unknown,,16540317,P50579
BE0000322,Carbonic anhydrase 2,DB02893,target,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),unknown,,,Q9KQN0
BE0000648,"Glutathione reductase, mitochondrial",DB02894,target,Humans,unknown,,17139284,P00918
BE0002011,Purine nucleoside phosphorylase DeoD-type,DB02895,target,Humans,unknown,,17139284,P00390
BE0001903,GDP-L-fucose synthase,DB02896,target,Escherichia coli (strain K12),unknown,,12937174,P0ABP8
BE0001908,Phosphate acetyltransferase,DB02897,target,Escherichia coli (strain K12),unknown,,17139284,P32055
BE0001072,Cyclin-dependent kinase 2,DB02897,target,Bacillus subtilis (strain 168),unknown,,17139284,P39646
BE0004008,Urease subunit alpha,DB02898,target,Humans,unknown,,17139284,P24941
BE0004009,Urease subunit beta,DB02899,target,Bacillus pasteurii,unknown,,10592235,P41020
BE0004010,Urease subunit gamma,DB02899,target,Bacillus pasteurii,unknown,,10592235,P41021
BE0003925,Light-harvesting protein B-800/850 alpha chain,DB02899,target,Bacillus pasteurii,unknown,,10592235,P41022
BE0003926,Light-harvesting protein B-800/850 beta chain,DB02899,target,Rhodopseudomonas acidophila,unknown,,10592235,P26789
BE0004011,Probable rRNA methylase,DB02899,target,Rhodopseudomonas acidophila,unknown,,10592235,P26790
BE0001438,Thymidylate synthase,DB02899,target,Thermus thermophilus (strain HB8 / ATCC 27634 / DSM 579),unknown,,10592235,Q5SII2
BE0001369,Phosphomannomutase/phosphoglucomutase,DB02899,target,Escherichia coli (strain K12),unknown,,17139284,P0A884
BE0003623,Cation-independent mannose-6-phosphate receptor,DB02900,target,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228),unknown,,17139284,P26276
BE0004494,Cation-dependent mannose-6-phosphate receptor,DB02900,target,Humans,unknown,,17139284,P11717
BE0000123,Estrogen receptor alpha,DB02900,target,Humans,unknown,,17139284,P20645
BE0000668,Mineralocorticoid receptor,DB02901,target,Humans,unknown,,12676605,P03372
BE0000132,Androgen receptor,DB02901,target,Humans,unknown,,17105867,P08235
BE0000194,Estradiol 17-beta-dehydrogenase 1,DB02901,target,Humans,unknown,,17591767,P10275
BE0003537,"Cholesterol side-chain cleavage enzyme, mitochondrial",DB02901,target,Humans,unknown,,,P14061
BE0000344,"Steroid 17-alpha-hydroxylase/17,20 lyase",DB02901,enzyme,Humans,unknown,substrate,16103457,P05108
BE0002090,Cytochrome P450 19A1,DB02901,enzyme,Humans,unknown,substrate,16630558,P05093
BE0000592,Aldo-keto reductase family 1 member C3,DB02901,enzyme,Humans,unknown,substrate,16103457,P11511
BE0000685,Sex hormone-binding globulin,DB02901,enzyme,Humans,unknown,product of,27486833,P42330
BE0001032,P-glycoprotein 1,DB02901,carrier,Humans,unknown,,14622020,P04278
BE0000951,Estrogen sulfotransferase,DB02901,transporter,Humans,unknown,substrate,14991868,P08183
BE0001496,Cholera enterotoxin subunit B,DB02902,target,Humans,unknown,,17139284,P49888
BE0002838,Envelope glycoprotein gp160,DB02903,target,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),unknown,,17139284,P01556
BE0001229,Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase,DB02904,target,HIV-1,unknown,,,P12488
BE0002845,6-oxocamphor hydrolase,DB02905,target,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),unknown,,17139284,Q05603
BE0001326,Ferrichrome-iron receptor,DB02906,target,Rhodococcus sp.,unknown,,10592235,Q93TU6
BE0000838,Proto-oncogene tyrosine-protein kinase Src,DB02907,target,Escherichia coli (strain K12),unknown,,17139284,P06971
BE0004075,Methionine aminopeptidase 2,DB02908,target,Humans,unknown,,17139284,P12931
BE0002012,Methionine aminopeptidase,DB02909,target,Mycobacterium tuberculosis,unknown,,10592235,P9WK19
BE0004500,"Enoyl-CoA hydratase, mitochondrial",DB02909,target,Escherichia coli (strain K12),unknown,,17139284,P0AE18
BE0001764,"Enoyl-CoA delta isomerase 1, mitochondrial",DB02910,target,Humans,unknown,,17139284,P30084
BE0001745,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",DB02910,target,Humans,unknown,,17139284,P42126
BE0000263,"Nitric oxide synthase, endothelial",DB02910,target,Humans,unknown,,17139284,P11310
BE0002846,Propionyl-CoA carboxylase complex B subunit,DB02911,target,Humans,unknown,,10592235,P29474
BE0003734,Cyclin-A2,DB02912,target,Streptomyces coelicolor,unknown,,,Q9X4K7
BE0001072,Cyclin-dependent kinase 2,DB02915,target,Humans,unknown,,10592235,P20248
BE0001608,Histone deacetylase 8,DB02915,target,Humans,unknown,,17139284,P24941
BE0001287,"cAMP-specific 3',5'-cyclic phosphodiesterase 4D",DB02917,target,Humans,unknown,,17139284,Q9BY41
BE0000330,Dihydrofolate reductase,DB02918,target,Humans,unknown,,10592235,Q08499
BE0001403,Thymidine kinase,DB02919,target,Humans,unknown,,17139284,P00374
BE0003955,"1,2-dihydroxynaphthalene dioxygenase",DB02921,target,,unknown,,17139284,P03176
BE0001308,"Biphenyl-2,3-diol 1,2-dioxygenase",DB02923,target,Pseudomonas sp. (strain C18),unknown,,10592235,P0A108
BE0001672,"Biphenyl-2,3-diol 1,2-dioxygenase",DB02923,target,Burkholderia xenovorans (strain LB400),unknown,,17139284,P47228
BE0004320,Epididymal-specific lipocalin-9,DB02923,target,Pseudomonas sp. (strain KKS102),unknown,,17139284,P17297
BE0000502,Solute carrier family 12 member 1,DB02924,target,Humans,unknown,,17139284,Q8WX39
BE0001271,ATP-dependent dethiobiotin synthetase BioD 1,DB02925,target,Humans,unknown,inhibitor,11752352,Q13621
BE0001222,Primary amine oxidase,DB02927,target,Escherichia coli (strain K12),unknown,,17139284,P13000
BE0004149,Annexin A5,DB02928,target,Escherichia coli (strain K12),unknown,,17139284,P46883
BE0001241,ADP-ribosyl cyclase 2,DB02929,target,Humans,unknown,,10592235,P08758
BE0004488,Synapsin-1,DB02930,target,Humans,unknown,,17139284,Q10588
BE0004571,"[3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase, mitochondrial",DB02930,target,Humans,unknown,,17139284,P17600
BE0001073,"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 1",DB02930,target,Humans,unknown,,17139284,O14874
BE0002851,Mismatch repair endonuclease PMS2,DB02930,target,Humans,unknown,,17139284,P16118
BE0001269,Protein RecA,DB02930,target,Humans,unknown,,,P54278
BE0001257,Protein RecA,DB02930,target,Mycobacterium paratuberculosis (strain ATCC BAA-968 / K-10),unknown,,17139284,P62219
BE0001235,Protein RecA,DB02930,target,Deinococcus radiodurans (strain ATCC 13939 / DSM 20539 / JCM 16871 / LMG 4051 / NBRC 15346 / NCIMB 9279 / R1 / VKM B-1422),unknown,,17139284,P42443
BE0001493,Chloramphenicol 3-O phosphotransferase,DB02930,target,Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155),unknown,,17139284,Q59560
BE0001547,Phosphoribosylglycinamide formyltransferase 2,DB02930,target,Streptomyces venezuelae (strain ATCC 10712 / CBS 650.69 / DSM 40230 / JCM 4526 / NBRC 13096 / PD 04745),unknown,,17139284,Q56148
BE0001592,ATP-dependent DNA helicase RecQ,DB02930,target,Escherichia coli (strain K12),unknown,,17139284,P33221
BE0002852,DNA polymerase III subunit tau,DB02930,target,Escherichia coli (strain K12),unknown,,17139284,P15043
BE0001580,Serine/threonine-protein kinase PknB,DB02930,target,Escherichia coli (strain K12),unknown,,,P06710
BE0002850,Cag alpha,DB02930,target,Mycobacterium tuberculosis,unknown,,17139284,P9WI81
BE0004584,Serotonin N-acetyltransferase,DB02930,target,Helicobacter pylori,unknown,,,Q7BK04
BE0000132,Androgen receptor,DB02931,target,Humans,unknown,,17139284,Q16613
BE0001128,S-methyl-5'-thioadenosine phosphorylase,DB02932,target,Humans,unknown,,10592235,P10275
BE0002007,5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase,DB02933,target,Humans,unknown,,17139284,Q13126
BE0002011,Purine nucleoside phosphorylase DeoD-type,DB02933,target,Escherichia coli (strain K12),unknown,,17139284,P0AF12
BE0001165,Endoplasmin,DB02934,target,Escherichia coli (strain K12),unknown,,17139284,P0ABP8
BE0001640,"Phospholipase A2, membrane associated",DB02935,target,Humans,unknown,,17139284,P14625
BE0001332,NH(3)-dependent NAD(+) synthetase,DB02936,target,Humans,unknown,,17139284,P14555
BE0001609,Glycerol kinase,DB02937,target,Escherichia coli (strain K12),unknown,,17139284,P18843
BE0003997,Phospholipase A2,DB02937,target,Escherichia coli (strain K12),unknown,,17139284,P0A6F3
BE0004325,Thiostrepton,DB02938,target,Humans,unknown,,10592235,P04054
BE0004326,50S ribosomal protein L11,DB02940,target,Streptomyces azureus,unknown,,10592235,P0C8P8
BE0001271,ATP-dependent dethiobiotin synthetase BioD 1,DB02940,target,Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099),unknown,,10592235,P29395
BE0001815,Early endosome antigen 1,DB02941,target,Escherichia coli (strain K12),unknown,,17139284,P13000
BE0002281,Glutathione S-transferase A1,DB02942,target,Humans,unknown,,17139284,Q15075
BE0002281,Glutathione S-transferase A1,DB02943,target,Humans,unknown,,,P08263
BE0001416,Chondroitinase-AC,DB02943,enzyme,Humans,unknown,ligand,10592235,P08263
BE0002011,Purine nucleoside phosphorylase DeoD-type,DB02945,target,Pedobacter heparinus (strain ATCC 13125 / DSM 2366 / NCIB 9290),unknown,,17139284,Q59288
BE0001575,1-deoxy-D-xylulose 5-phosphate reductoisomerase,DB02947,target,Escherichia coli (strain K12),unknown,,17139284,P0ABP8
