id,target_name,category,organism,known_action,actions,pubmed_id,uniprot_id,datasource
BE0000206,Retinoic acid receptor beta,target,Enterobacter cloacae,unknown,,17139284,P05364,drugbank
BE0000050,Delta-aminolevulinic acid dehydratase,target,Humans,unknown,,15546741,P10826,drugbank
BE0001895,47 kDa membrane antigen,target,Humans,unknown,,17139284,P13716,drugbank
BE0001600,Cytidylate kinase,target,Treponema pallidum (strain Nichols),unknown,,17139284,P29723,drugbank
BE0002842,Zinc finger Y-chromosomal protein,target,Escherichia coli (strain K12),unknown,,17139284,P0A6I0,drugbank
BE0001327,Thiamine-phosphate synthase,target,Humans,unknown,,,P08048,drugbank
BE0003106,Nucleoside diphosphate kinase A,target,Bacillus subtilis (strain 168),unknown,,17139284,P39594,drugbank
BE0000695,Peptidyl-prolyl cis-trans isomerase FKBP1A,target,Humans,unknown,,17139284,P15531,drugbank
BE0002639,Pancreatic alpha-amylase,target,Humans,unknown,,17139284,P62942,drugbank
BE0004473,Uridine 5'-monophosphate synthase,target,Humans,unknown,,,P04746,drugbank
BE0001677,Orotidine 5'-phosphate decarboxylase,target,Humans,unknown,,17139284,P11172,drugbank
BE0001593,Meso-diaminopimelate D-dehydrogenase,target,Escherichia coli (strain K12),unknown,,17139284,P08244,drugbank
BE0001534,Methionine aminopeptidase 2,target,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),unknown,,17139284,P04964,drugbank
BE0002843,"Transcriptional regulator, HTH_3 family",target,Humans,unknown,,16540317,P50579,drugbank
BE0000322,Carbonic anhydrase 2,target,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),unknown,,,Q9KQN0,drugbank
BE0000648,"Glutathione reductase, mitochondrial",target,Humans,unknown,,17139284,P00918,drugbank
BE0002011,Purine nucleoside phosphorylase DeoD-type,target,Humans,unknown,,17139284,P00390,drugbank
BE0001903,GDP-L-fucose synthase,target,Escherichia coli (strain K12),unknown,,12937174,P0ABP8,drugbank
BE0001908,Phosphate acetyltransferase,target,Escherichia coli (strain K12),unknown,,17139284,P32055,drugbank
BE0001072,Cyclin-dependent kinase 2,target,Bacillus subtilis (strain 168),unknown,,17139284,P39646,drugbank
BE0004008,Urease subunit alpha,target,Humans,unknown,,17139284,P24941,drugbank
BE0004009,Urease subunit beta,target,Bacillus pasteurii,unknown,,10592235,P41020,drugbank
BE0004010,Urease subunit gamma,target,Bacillus pasteurii,unknown,,10592235,P41021,drugbank
BE0003925,Light-harvesting protein B-800/850 alpha chain,target,Bacillus pasteurii,unknown,,10592235,P41022,drugbank
BE0003926,Light-harvesting protein B-800/850 beta chain,target,Rhodopseudomonas acidophila,unknown,,10592235,P26789,drugbank
BE0004011,Probable rRNA methylase,target,Rhodopseudomonas acidophila,unknown,,10592235,P26790,drugbank
BE0001438,Thymidylate synthase,target,Thermus thermophilus (strain HB8 / ATCC 27634 / DSM 579),unknown,,10592235,Q5SII2,drugbank
BE0001369,Phosphomannomutase/phosphoglucomutase,target,Escherichia coli (strain K12),unknown,,17139284,P0A884,drugbank
BE0003623,Cation-independent mannose-6-phosphate receptor,target,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228),unknown,,17139284,P26276,drugbank
BE0004494,Cation-dependent mannose-6-phosphate receptor,target,Humans,unknown,,17139284,P11717,drugbank
BE0000123,Estrogen receptor alpha,target,Humans,unknown,,17139284,P20645,drugbank
BE0000668,Mineralocorticoid receptor,target,Humans,unknown,,12676605,P03372,drugbank
BE0000132,Androgen receptor,target,Humans,unknown,,17105867,P08235,drugbank
BE0000194,Estradiol 17-beta-dehydrogenase 1,target,Humans,unknown,,17591767,P10275,drugbank
BE0003537,"Cholesterol side-chain cleavage enzyme, mitochondrial",target,Humans,unknown,,,P14061,drugbank
BE0000344,"Steroid 17-alpha-hydroxylase/17,20 lyase",enzyme,Humans,unknown,substrate,16103457,P05108,drugbank
BE0002090,Cytochrome P450 19A1,enzyme,Humans,unknown,substrate,16630558,P05093,drugbank
BE0000592,Aldo-keto reductase family 1 member C3,enzyme,Humans,unknown,substrate,16103457,P11511,drugbank
BE0000685,Sex hormone-binding globulin,enzyme,Humans,unknown,product of,27486833,P42330,drugbank
BE0001032,P-glycoprotein 1,carrier,Humans,unknown,,14622020,P04278,drugbank
BE0000951,Estrogen sulfotransferase,transporter,Humans,unknown,substrate,14991868,P08183,drugbank
BE0001496,Cholera enterotoxin subunit B,target,Humans,unknown,,17139284,P49888,drugbank
BE0002838,Envelope glycoprotein gp160,target,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),unknown,,17139284,P01556,drugbank
BE0001229,Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase,target,HIV-1,unknown,,,P12488,drugbank
BE0002845,6-oxocamphor hydrolase,target,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),unknown,,17139284,Q05603,drugbank
BE0001326,Ferrichrome-iron receptor,target,Rhodococcus sp.,unknown,,10592235,Q93TU6,drugbank
BE0000838,Proto-oncogene tyrosine-protein kinase Src,target,Escherichia coli (strain K12),unknown,,17139284,P06971,drugbank
BE0004075,Methionine aminopeptidase 2,target,Humans,unknown,,17139284,P12931,drugbank
BE0002012,Methionine aminopeptidase,target,Mycobacterium tuberculosis,unknown,,10592235,P9WK19,drugbank
BE0004500,"Enoyl-CoA hydratase, mitochondrial",target,Escherichia coli (strain K12),unknown,,17139284,P0AE18,drugbank
BE0001764,"Enoyl-CoA delta isomerase 1, mitochondrial",target,Humans,unknown,,17139284,P30084,drugbank
BE0001745,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",target,Humans,unknown,,17139284,P42126,drugbank
BE0000263,"Nitric oxide synthase, endothelial",target,Humans,unknown,,17139284,P11310,drugbank
BE0002846,Propionyl-CoA carboxylase complex B subunit,target,Humans,unknown,,10592235,P29474,drugbank
BE0003734,Cyclin-A2,target,Streptomyces coelicolor,unknown,,,Q9X4K7,drugbank
BE0001072,Cyclin-dependent kinase 2,target,Humans,unknown,,10592235,P20248,drugbank
BE0001608,Histone deacetylase 8,target,Humans,unknown,,17139284,P24941,drugbank
BE0001287,"cAMP-specific 3',5'-cyclic phosphodiesterase 4D",target,Humans,unknown,,17139284,Q9BY41,drugbank
BE0000330,Dihydrofolate reductase,target,Humans,unknown,,10592235,Q08499,drugbank
BE0001403,Thymidine kinase,target,Humans,unknown,,17139284,P00374,drugbank
BE0003955,"1,2-dihydroxynaphthalene dioxygenase",target,,unknown,,17139284,P03176,drugbank
BE0001308,"Biphenyl-2,3-diol 1,2-dioxygenase",target,Pseudomonas sp. (strain C18),unknown,,10592235,P0A108,drugbank
BE0001672,"Biphenyl-2,3-diol 1,2-dioxygenase",target,Burkholderia xenovorans (strain LB400),unknown,,17139284,P47228,drugbank
BE0004320,Epididymal-specific lipocalin-9,target,Pseudomonas sp. (strain KKS102),unknown,,17139284,P17297,drugbank
BE0000502,Solute carrier family 12 member 1,target,Humans,unknown,,17139284,Q8WX39,drugbank
BE0001271,ATP-dependent dethiobiotin synthetase BioD 1,target,Humans,unknown,inhibitor,11752352,Q13621,drugbank
BE0001222,Primary amine oxidase,target,Escherichia coli (strain K12),unknown,,17139284,P13000,drugbank
BE0004149,Annexin A5,target,Escherichia coli (strain K12),unknown,,17139284,P46883,drugbank
BE0001241,ADP-ribosyl cyclase 2,target,Humans,unknown,,10592235,P08758,drugbank
BE0004488,Synapsin-1,target,Humans,unknown,,17139284,Q10588,drugbank
BE0004571,"[3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase, mitochondrial",target,Humans,unknown,,17139284,P17600,drugbank
BE0001073,"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 1",target,Humans,unknown,,17139284,O14874,drugbank
BE0002851,Mismatch repair endonuclease PMS2,target,Humans,unknown,,17139284,P16118,drugbank
BE0001269,Protein RecA,target,Humans,unknown,,,P54278,drugbank
BE0001257,Protein RecA,target,Mycobacterium paratuberculosis (strain ATCC BAA-968 / K-10),unknown,,17139284,P62219,drugbank
BE0001235,Protein RecA,target,Deinococcus radiodurans (strain ATCC 13939 / DSM 20539 / JCM 16871 / LMG 4051 / NBRC 15346 / NCIMB 9279 / R1 / VKM B-1422),unknown,,17139284,P42443,drugbank
BE0001493,Chloramphenicol 3-O phosphotransferase,target,Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155),unknown,,17139284,Q59560,drugbank
BE0001547,Phosphoribosylglycinamide formyltransferase 2,target,Streptomyces venezuelae (strain ATCC 10712 / CBS 650.69 / DSM 40230 / JCM 4526 / NBRC 13096 / PD 04745),unknown,,17139284,Q56148,drugbank
BE0001592,ATP-dependent DNA helicase RecQ,target,Escherichia coli (strain K12),unknown,,17139284,P33221,drugbank
BE0002852,DNA polymerase III subunit tau,target,Escherichia coli (strain K12),unknown,,17139284,P15043,drugbank
BE0001580,Serine/threonine-protein kinase PknB,target,Escherichia coli (strain K12),unknown,,,P06710,drugbank
BE0002850,Cag alpha,target,Mycobacterium tuberculosis,unknown,,17139284,P9WI81,drugbank
BE0004584,Serotonin N-acetyltransferase,target,Helicobacter pylori,unknown,,,Q7BK04,drugbank
BE0000132,Androgen receptor,target,Humans,unknown,,17139284,Q16613,drugbank
BE0001128,S-methyl-5'-thioadenosine phosphorylase,target,Humans,unknown,,10592235,P10275,drugbank
BE0002007,5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase,target,Humans,unknown,,17139284,Q13126,drugbank
BE0002011,Purine nucleoside phosphorylase DeoD-type,target,Escherichia coli (strain K12),unknown,,17139284,P0AF12,drugbank
BE0001165,Endoplasmin,target,Escherichia coli (strain K12),unknown,,17139284,P0ABP8,drugbank
BE0001640,"Phospholipase A2, membrane associated",target,Humans,unknown,,17139284,P14625,drugbank
BE0001332,NH(3)-dependent NAD(+) synthetase,target,Humans,unknown,,17139284,P14555,drugbank
BE0001609,Glycerol kinase,target,Escherichia coli (strain K12),unknown,,17139284,P18843,drugbank
BE0003997,Phospholipase A2,target,Escherichia coli (strain K12),unknown,,17139284,P0A6F3,drugbank
BE0004325,Thiostrepton,target,Humans,unknown,,10592235,P04054,drugbank
BE0004326,50S ribosomal protein L11,target,Streptomyces azureus,unknown,,10592235,P0C8P8,drugbank
BE0001271,ATP-dependent dethiobiotin synthetase BioD 1,target,Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099),unknown,,10592235,P29395,drugbank
BE0001815,Early endosome antigen 1,target,Escherichia coli (strain K12),unknown,,17139284,P13000,drugbank
BE0002281,Glutathione S-transferase A1,target,Humans,unknown,,17139284,Q15075,drugbank
BE0002281,Glutathione S-transferase A1,target,Humans,unknown,,,P08263,drugbank
BE0001416,Chondroitinase-AC,enzyme,Humans,unknown,ligand,10592235,P08263,drugbank
BE0002011,Purine nucleoside phosphorylase DeoD-type,target,Pedobacter heparinus (strain ATCC 13125 / DSM 2366 / NCIB 9290),unknown,,17139284,Q59288,drugbank
BE0001575,1-deoxy-D-xylulose 5-phosphate reductoisomerase,target,Escherichia coli (strain K12),unknown,,17139284,P0ABP8,drugbank
BE0001805,Cytochrome c-552,target,Escherichia coli (strain K12),unknown,,17139284,P45568,drugbank
BE0001072,Cyclin-dependent kinase 2,target,Thermus thermophilus,unknown,,17139284,P04164,drugbank
BE0000890,Cyclin-dependent kinase 5,target,Humans,unknown,inhibitor,17139284,P24941,drugbank
BE0001082,Cyclin-dependent kinase 1,target,Humans,unknown,inhibitor,11752352,Q00535,drugbank
BE0001256,Triosephosphate isomerase,target,Humans,unknown,,11752352,P06493,drugbank
BE0001650,N-acetylneuraminate lyase,target,Plasmodium falciparum,unknown,,17139284,Q07412,drugbank
BE0001026,Corticoliberin,target,Shigella flexneri,unknown,,17139284,P0A6L6,drugbank
BE0003476,Pro-neuropeptide Y,target,Humans,unknown,,10592235,P06850,drugbank
BE0003654,Monocarboxylate transporter 10,target,Humans,unknown,,10592235,P01303,drugbank
BE0001182,Neutrophil collagenase,transporter,Humans,unknown,substrate,11827462,Q8TF71,drugbank
BE0001441,Adenylosuccinate synthetase,target,Humans,unknown,,17139284,P22894,drugbank
BE0001828,Adenylosuccinate synthetase,target,Escherichia coli (strain K12),unknown,,17139284,P0A7D4,drugbank
BE0000061,Cannabinoid receptor 1,target,Shigella flexneri,unknown,,17139284,Q83P33,drugbank
BE0000095,Cannabinoid receptor 2,target,Humans,unknown,,16406364,P21554,drugbank
BE0001023,Transient receptor potential cation channel subfamily V member 1,target,Humans,unknown,,16406364,P34972,drugbank
BE0002870,Sulfide dehydrogenase,target,Humans,unknown,,16406364,Q8NER1,drugbank
BE0001830,Tryptophan--tRNA ligase 2,target,Wolinella succinogenes,unknown,,,Q56748,drugbank
BE0001880,L-rhamnose isomerase,target,Deinococcus radiodurans (strain ATCC 13939 / DSM 20539 / JCM 16871 / LMG 4051 / NBRC 15346 / NCIMB 9279 / R1 / VKM B-1422),unknown,,8298054,Q9RVD6,drugbank
BE0001229,Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase,target,Escherichia coli (strain K12),unknown,,17139284,P32170,drugbank
BE0001072,Cyclin-dependent kinase 2,target,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),unknown,,17139284,Q05603,drugbank
BE0000916,"Glycogen phosphorylase, muscle form",target,Humans,unknown,,17139284,P24941,drugbank
BE0001875,Ornithine carbamoyltransferase chain I,target,Humans,unknown,,17139284,P11217,drugbank
BE0000829,Glutamate receptor 2,target,Escherichia coli (strain K12),unknown,,17139284,P04391,drugbank
BE0001886,Galectin-10,target,Humans,unknown,,17139284,P42262,drugbank
BE0001655,Regulatory protein BlaR1,target,Humans,unknown,,17139284,Q05315,drugbank
BE0001904,Beta-lactam-inducible penicillin-binding protein,target,Staphylococcus aureus,unknown,,17139284,P18357,drugbank
BE0001879,Hydroxyethylthiazole kinase,target,Staphylococcus aureus,unknown,,17139284,P07944,drugbank
BE0001248,Lysozyme,target,Bacillus subtilis (strain 168),unknown,,17139284,P39593,drugbank
BE0002050,Gag-Pol polyprotein,target,Enterobacteria phage T4,unknown,,17139284,P00720,drugbank
BE0001072,Cyclin-dependent kinase 2,target,,unknown,,17139284,P03366,drugbank
BE0003549,Cytochrome P450 2B6,target,Humans,unknown,,17139284,P24941,drugbank
BE0001864,Elongation factor Tu,target,Humans,unknown,,17139284,P20813,drugbank
BE0002699,Glycosyl transferase,target,Shigella flexneri,unknown,,17139284,Q83JC4,drugbank
BE0002871,LgtC,target,Neisseria meningitidis,unknown,,,P96945,drugbank
BE0000623,Tyrosine-protein phosphatase non-receptor type 1,target,Neisseria meningitidis,unknown,,,Q93EK7,drugbank
BE0000263,"Nitric oxide synthase, endothelial",target,Humans,unknown,,17139284,P18031,drugbank
BE0001587,Nuclease P1,target,Humans,unknown,,17139284,P29474,drugbank
BE0001217,Aspartate aminotransferase,target,Penicillium citrinum,unknown,,17139284,P24289,drugbank
BE0001886,Galectin-10,target,Escherichia coli (strain K12),unknown,,17139284,P00509,drugbank
BE0000792,Estrogen receptor beta,target,Humans,unknown,,17139284,Q05315,drugbank
BE0001019,Mitogen-activated protein kinase 14,target,Humans,unknown,,17139284,Q92731,drugbank
BE0001623,Purine nucleoside phosphorylase,target,Humans,unknown,,17139284,Q16539,drugbank
BE0000322,Carbonic anhydrase 2,target,Cellulomonas sp.,unknown,,17139284,P81989,drugbank
BE0003317,Ribonuclease pancreatic,target,Humans,unknown,,17139284,P00918,drugbank
BE0004585,2'-5'-oligoadenylate synthase 1,target,Humans,unknown,,17139284,P07998,drugbank
BE0004141,D-amino-acid oxidase,target,Humans,unknown,,10592235,P00973,drugbank
BE0001739,Trypsin-1,target,Humans,unknown,,10592235,P14920,drugbank
BE0000332,Enoyl-[acyl-carrier-protein] reductase [NADH],target,Humans,unknown,,17139284,P07477,drugbank
BE0000067,"Nitric oxide synthase, brain",target,Mycobacterium tuberculosis,unknown,,17139284,P9WGR1,drugbank
BE0001253,2-dehydro-3-deoxyphosphooctonate aldolase,target,Humans,unknown,,10592235,P29475,drugbank
BE0001210,Gag-Pol polyprotein,target,Aquifex aeolicus (strain VF5),unknown,,17139284,O66496,drugbank
BE0000263,"Nitric oxide synthase, endothelial",target,,unknown,,17139284,P12497,drugbank
BE0000747,Aldose reductase,target,Humans,unknown,,17139284,P29474,drugbank
BE0003945,Guanine nucleotide-binding protein G(t) subunit alpha-1,target,Humans,unknown,,17139284,P15121,drugbank
BE0001291,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,target,Humans,unknown,,17139284,P11488,drugbank
BE0003872,Disintegrin and metalloproteinase domain-containing protein 28,target,Enterobacter cloacae subsp. cloacae (strain ATCC 13047 / DSM 30054 / NBRC 13535 / NCDC 279-56),unknown,,17139284,P33038,drugbank
BE0000132,Androgen receptor,target,Humans,unknown,,10592235,Q9UKQ2,drugbank
BE0003740,Nuclear receptor coactivator 2,target,Humans,unknown,activator,10592235,P10275,drugbank
BE0000668,Mineralocorticoid receptor,target,Humans,unknown,,10592235,Q15596,drugbank
BE0000557,Progesterone receptor,target,Humans,unknown,,17105867,P08235,drugbank
BE0008983,Prostate-specific antigen,target,Humans,unknown,,17139284,P06401,drugbank
BE0000829,Glutamate receptor 2,target,Humans,unknown,activator,21712449,P07288,drugbank
BE0000826,"Glutamate receptor ionotropic, kainate 2",target,Humans,unknown,,17139284,P42262,drugbank
BE0001403,Thymidine kinase,target,Humans,unknown,,17139284,Q13002,drugbank
BE0000812,Glutathione S-transferase Mu 4,target,,unknown,,17139284,P03176,drugbank
BE0002281,Glutathione S-transferase A1,target,Humans,unknown,,17139284,Q03013,drugbank
BE0000814,Glutathione S-transferase P,target,Humans,unknown,,17139284,P08263,drugbank
BE0002062,Glutathione S-transferase GstA,target,Humans,unknown,,17139284,P09211,drugbank
BE0000426,Acetylcholinesterase,target,Escherichia coli (strain K12),unknown,,17139284,P0A9D2,drugbank
BE0003751,Lysozyme C,target,Humans,unknown,,17139284,P22303,drugbank
BE0003505,Alpha-mannosidase 2,target,Humans,unknown,,17139284,P61626,drugbank
BE0001194,"Fatty acid-binding protein, adipocyte",target,Humans,unknown,,17139284,Q16706,drugbank
BE0001425,Tubulin alpha-3C/D chain,carrier,Humans,unknown,,17139284,P15090,drugbank
BE0000143,Tubulin beta chain,target,Humans,unknown,,17139284,Q13748,drugbank
BE0000026,Tubulin beta-1 chain,target,Humans,unknown,,17139284,P07437,drugbank
BE0001367,Tubulin beta-4B chain,target,Humans,unknown,,17139284,Q9H4B7,drugbank
BE0001408,Tubulin beta-4A chain,target,Humans,unknown,,17139284,P68371,drugbank
BE0001391,Tubulin alpha-4A chain,target,Humans,unknown,,17139284,P04350,drugbank
BE0001415,Tubulin beta-3 chain,target,Humans,unknown,,17139284,P68366,drugbank
BE0001388,Tubulin alpha-1C chain,target,Humans,unknown,,17139284,Q13509,drugbank
BE0001359,Tubulin alpha-8 chain,target,Humans,unknown,,17139284,Q9BQE3,drugbank
BE0001275,Tubulin alpha-1B chain,target,Humans,unknown,,17139284,Q9NY65,drugbank
BE0001340,Tubulin alpha-1A chain,target,Humans,unknown,,17139284,P68363,drugbank
BE0002638,Cytochrome P450 3A4,target,Humans,unknown,,17139284,Q71U36,drugbank
BE0001587,Nuclease P1,enzyme,Humans,no,inhibitor,11020135,P08684,drugbank
BE0003753,Carboxypeptidase A1,target,Penicillium citrinum,unknown,,17139284,P24289,drugbank
