id,pathway_name,pathway_category,datasource
SMP0000220,Xanthine Dehydrogenase Deficiency (Xanthinuria),disease,drugbank
SMP0000512,Xanthinuria Type I,disease,drugbank
SMP0000536,Mitochondrial DNA Depletion Syndrome,disease,drugbank
SMP0000537,Myoadenylate Deaminase Deficiency,disease,drugbank
SMP0000050,Purine Metabolism,metabolic,drugbank
SMP0000210,Purine Nucleoside Phosphorylase Deficiency,disease,drugbank
SMP0000364,Lesch-Nyhan Syndrome (LNS),disease,drugbank
SMP0000365,Gout or Kelley-Seegmiller Syndrome,disease,drugbank
SMP0000428,Mercaptopurine Action Pathway,drug_action,drugbank
SMP0000535,Adenine Phosphoribosyltransferase Deficiency (APRT),disease,drugbank
SMP0000144,Adenosine Deaminase Deficiency,disease,drugbank
SMP0000168,AICA-Ribosiduria,disease,drugbank
SMP0000203,Molybdenum Cofactor Deficiency,disease,drugbank
SMP0000427,Azathioprine Action Pathway,drug_action,drugbank
SMP0000430,Thioguanine Action Pathway,drug_action,drugbank
SMP0000513,Xanthinuria Type II,disease,drugbank
SMP0000017,Vitamin B6 Metabolism,metabolic,drugbank
SMP0000503,Hypophosphatasia,disease,drugbank
SMP0000456,Fatty Acid Biosynthesis,metabolic,drugbank
SMP0000739,Didanosine Action Pathway,drug_action,drugbank
SMP0000017,Vitamin B6 Metabolism,metabolic,drugbank
SMP0000503,Hypophosphatasia,disease,drugbank
SMP0000006,Tyrosine Metabolism,metabolic,drugbank
SMP0000218,Tyrosinemia Type I,disease,drugbank
SMP0000429,Disulfiram Action Pathway,drug_action,drugbank
SMP0000169,Alkaptonuria,disease,drugbank
SMP0000190,Hawkinsinuria,disease,drugbank
SMP0000494,"Tyrosinemia, Transient, of the Newborn",disease,drugbank
SMP0000498,Dopamine beta-Hydroxylase Deficiency,disease,drugbank
SMP0000533,Monoamine Oxidase-A Deficiency (MAO-A),disease,drugbank
SMP0000177,Cystathionine beta-Synthase Deficiency,disease,drugbank
SMP0000033,Methionine Metabolism,metabolic,drugbank
SMP0000221,Methionine Adenosyltransferase Deficiency,disease,drugbank
SMP0000214,S-Adenosylhomocysteine (SAH) Hydrolase Deficiency,disease,drugbank
SMP0000222,Glycine N-Methyltransferase Deficiency,disease,drugbank
SMP0000340,Methylenetetrahydrofolate Reductase Deficiency (MTHFRD),disease,drugbank
SMP0000341,Hypermethioninemia,disease,drugbank
SMP0000570,"Homocystinuria-Megaloblastic Anemia Due to Defect in Cobalamin Metabolism, cblG Complementation Type",disease,drugbank
SMP0000046,Pyrimidine Metabolism,metabolic,drugbank
SMP0000202,MNGIE (Mitochondrial Neurogastrointestinal Encephalopathy),disease,drugbank
SMP0000172,beta-Ureidopropionase Deficiency,disease,drugbank
SMP0000178,Dihydropyrimidinase Deficiency,disease,drugbank
SMP0000219,UMP Synthase Deficiency (Orotic Aciduria),disease,drugbank
SMP0000374,Glycogen Storage Disease Type 1A (GSD1A) or Von Gierke Disease,disease,drugbank
SMP0000520,Transaldolase Deficiency,disease,drugbank
SMP0000562,"Fructose-1,6-diphosphatase Deficiency",disease,drugbank
SMP0000563,Triosephosphate Isomerase,disease,drugbank
SMP0000572,Fanconi-Bickel Syndrome,disease,drugbank
SMP0000654,Warburg Effect,metabolic,drugbank
SMP0000040,Glycolysis,metabolic,drugbank
SMP0000064,Fructose and Mannose Degradation,metabolic,drugbank
SMP0000124,Glycerol Phosphate Shuttle,metabolic,drugbank
SMP0000518,Glucose-6-phosphate Dehydrogenase Deficiency,disease,drugbank
SMP0000531,"Glycogenosis, Type VII. Tarui Disease",disease,drugbank
SMP0000560,Phosphoenolpyruvate Carboxykinase Deficiency 1 (PEPCK1),disease,drugbank
SMP0000573,"Glycogenosis, Type IB",disease,drugbank
SMP0000031,Pentose Phosphate Pathway,metabolic,drugbank
SMP0000128,Gluconeogenesis,metabolic,drugbank
SMP0000355,Mitochondrial Electron Transport Chain,metabolic,drugbank
SMP0000519,Ribose-5-phosphate Isomerase Deficiency,disease,drugbank
SMP0000561,Fructosuria,disease,drugbank
SMP0000574,"Glycogenosis, Type IC",disease,drugbank
SMP0000581,"Glycogenosis, Type IA. Von Gierke Disease",disease,drugbank
SMP0000725,"Fructose Intolerance, Hereditary",disease,drugbank
SMP0000024,Porphyrin Metabolism,metabolic,drugbank
SMP0000344,Acute Intermittent Porphyria,disease,drugbank
SMP0000346,Porphyria Variegata (PV),disease,drugbank
SMP0000342,Hereditary Coproporphyria (HCP),disease,drugbank
SMP0000345,Congenital Erythropoietic Porphyria (CEP) or Gunther Disease,disease,drugbank
SMP0000043,Galactose Metabolism,metabolic,drugbank
SMP0000444,Lactose Synthesis,metabolic,drugbank
SMP0000182,Galactosemia,disease,drugbank
SMP0000495,Galactosemia II (GALK),disease,drugbank
SMP0000580,GLUT-1 Deficiency Syndrome,disease,drugbank
SMP0000010,Nucleotide Sugars Metabolism,metabolic,drugbank
SMP0000496,Galactosemia III,disease,drugbank
SMP0000579,Congenital Disorder of Glycosylation CDG-IId,disease,drugbank
SMP0000029,Selenoamino Acid Metabolism,metabolic,drugbank
SMP0000167,Adenylosuccinate Lyase Deficiency,disease,drugbank
SMP0000220,Xanthine Dehydrogenase Deficiency (Xanthinuria),disease,drugbank
SMP0000512,Xanthinuria Type I,disease,drugbank
SMP0000536,Mitochondrial DNA Depletion Syndrome,disease,drugbank
SMP0000537,Myoadenylate Deaminase Deficiency,disease,drugbank
SMP0000050,Purine Metabolism,metabolic,drugbank
SMP0000210,Purine Nucleoside Phosphorylase Deficiency,disease,drugbank
SMP0000364,Lesch-Nyhan Syndrome (LNS),disease,drugbank
SMP0000365,Gout or Kelley-Seegmiller Syndrome,disease,drugbank
SMP0000428,Mercaptopurine Action Pathway,drug_action,drugbank
SMP0000535,Adenine Phosphoribosyltransferase Deficiency (APRT),disease,drugbank
SMP0000144,Adenosine Deaminase Deficiency,disease,drugbank
SMP0000168,AICA-Ribosiduria,disease,drugbank
SMP0000203,Molybdenum Cofactor Deficiency,disease,drugbank
SMP0000427,Azathioprine Action Pathway,drug_action,drugbank
SMP0000430,Thioguanine Action Pathway,drug_action,drugbank
SMP0000513,Xanthinuria Type II,disease,drugbank
SMP0000486,DOPA-Responsive Dystonia,disease,drugbank
SMP0000487,Hyperphenylalaniemia Due to Guanosine Triphosphate Cyclohydrolase Deficiency,disease,drugbank
SMP0000488,Hyperphenylalaninemia Due to 6-Pyruvoyltetrahydropterin Synthase Deficiency (ptps),disease,drugbank
SMP0000005,Pterine Biosynthesis,metabolic,drugbank
SMP0000489,Hyperphenylalaninemia Due to DHPR-Deficiency,disease,drugbank
SMP0000490,Segawa Syndrome,disease,drugbank
SMP0000491,Sepiapterin Reductase Deficiency,disease,drugbank
SMP0000046,Pyrimidine Metabolism,metabolic,drugbank
SMP0000202,MNGIE (Mitochondrial Neurogastrointestinal Encephalopathy),disease,drugbank
SMP0000216,Sialuria or French Type Sialuria,disease,drugbank
SMP0000217,Sialuria or French Type Sialuria,disease,drugbank
SMP0000240,Salla Disease/Infantile Sialic Acid Storage Disease,disease,drugbank
SMP0000248,Clarithromycin Action Pathway,drug_action,drugbank
SMP0000251,Roxithromycin Action Pathway,drug_action,drugbank
SMP0000254,Gentamicin Action Pathway,drug_action,drugbank
SMP0000293,Oxytetracycline Action Pathway,drug_action,drugbank
SMP0000294,Tetracycline Action Pathway,drug_action,drugbank
SMP0000390,Tay-Sachs Disease,disease,drugbank
SMP0000713,Arbekacin Action Pathway,drug_action,drugbank
SMP0000730,Troleandomycin Action Pathway,drug_action,drugbank
SMP0000731,Josamycin Action Pathway,drug_action,drugbank
SMP0014216,Phosphatidylcholine Biosynthesis PC(14:0/14:0),metabolic,drugbank
SMP0014218,Phosphatidylcholine Biosynthesis PC(14:0/15:0),metabolic,drugbank
SMP0014220,Phosphatidylcholine Biosynthesis PC(14:0/16:1(9Z)),metabolic,drugbank
SMP0014224,"Phosphatidylcholine Biosynthesis PC(14:0/18:2(9Z,12Z))",metabolic,drugbank
SMP0014228,Phosphatidylcholine Biosynthesis PC(14:0/20:0),metabolic,drugbank
SMP0014229,Phosphatidylcholine Biosynthesis PC(14:0/20:1(11Z)),metabolic,drugbank
SMP0014230,"Phosphatidylcholine Biosynthesis PC(14:0/20:2(11Z,14Z))",metabolic,drugbank
SMP0014233,"Phosphatidylcholine Biosynthesis PC(14:0/20:4(5Z,8Z,11Z,14Z))",metabolic,drugbank
SMP0014235,"Phosphatidylcholine Biosynthesis PC(14:0/20:5(5Z,8Z,11Z,14Z,17Z))",metabolic,drugbank
SMP0014240,"Phosphatidylcholine Biosynthesis PC(14:0/22:5(4Z,7Z,10Z,13Z,16Z))",metabolic,drugbank
SMP0014242,"Phosphatidylcholine Biosynthesis PC(14:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",metabolic,drugbank
SMP0014245,Phosphatidylcholine Biosynthesis PC(14:1(9Z)/14:0),metabolic,drugbank
SMP0014248,Phosphatidylcholine Biosynthesis PC(14:1(9Z)/16:0),metabolic,drugbank
SMP0014249,Phosphatidylcholine Biosynthesis PC(14:1(9Z)/16:1(9Z)),metabolic,drugbank
SMP0014255,"Phosphatidylcholine Biosynthesis PC(14:1(9Z)/18:3(9Z,12Z,15Z))",metabolic,drugbank
SMP0014267,"Phosphatidylcholine Biosynthesis PC(14:1(9Z)/22:2(13Z,16Z))",metabolic,drugbank
SMP0000124,Glycerol Phosphate Shuttle,metabolic,drugbank
SMP0000187,Glycerol Kinase Deficiency,disease,drugbank
SMP0015901,De Novo Triacylglycerol Biosynthesis TG(16:0/16:0/16:0),metabolic,drugbank
SMP0015910,De Novo Triacylglycerol Biosynthesis TG(16:0/18:0/18:0),metabolic,drugbank
SMP0015911,De Novo Triacylglycerol Biosynthesis TG(16:0/18:0/20:0),metabolic,drugbank
SMP0015912,De Novo Triacylglycerol Biosynthesis TG(16:0/18:0/18:1(9Z)),metabolic,drugbank
SMP0015915,"De Novo Triacylglycerol Biosynthesis TG(16:0/18:0/20:4(5Z,8Z,11Z,14Z))",metabolic,drugbank
SMP0015916,De Novo Triacylglycerol Biosynthesis TG(16:0/20:0/20:0),metabolic,drugbank
SMP0015918,"De Novo Triacylglycerol Biosynthesis TG(16:0/20:0/20:4(5Z,8Z,11Z,14Z))",metabolic,drugbank
SMP0015922,De Novo Triacylglycerol Biosynthesis TG(16:0/16:1(9Z)/18:1(9Z)),metabolic,drugbank
SMP0015924,"De Novo Triacylglycerol Biosynthesis TG(16:0/16:1(9Z)/18:2(9Z,12Z))",metabolic,drugbank
SMP0015926,De Novo Triacylglycerol Biosynthesis TG(16:0/18:1(9Z)/20:0),metabolic,drugbank
SMP0015935,"De Novo Triacylglycerol Biosynthesis TG(16:0/18:2(9Z,12Z)/18:2(9Z,12Z))",metabolic,drugbank
SMP0015938,De Novo Triacylglycerol Biosynthesis TG(18:0/18:0/18:0),metabolic,drugbank
SMP0015939,De Novo Triacylglycerol Biosynthesis TG(18:0/18:0/20:0),metabolic,drugbank
SMP0015949,De Novo Triacylglycerol Biosynthesis TG(18:0/18:1(9Z)/20:1(11Z)),metabolic,drugbank
SMP0015950,"De Novo Triacylglycerol Biosynthesis TG(18:0/18:1(9Z)/18:2(9Z,12Z))",metabolic,drugbank
SMP0015951,"De Novo Triacylglycerol Biosynthesis TG(18:0/18:1(9Z)/20:4(5Z,8Z,11Z,14Z))",metabolic,drugbank
SMP0015952,De Novo Triacylglycerol Biosynthesis TG(18:0/20:1(11Z)/20:1(11Z)),metabolic,drugbank
SMP0015957,"De Novo Triacylglycerol Biosynthesis TG(18:0/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))",metabolic,drugbank
SMP0015960,De Novo Triacylglycerol Biosynthesis TG(20:0/20:0/20:1(11Z)),metabolic,drugbank
SMP0015962,De Novo Triacylglycerol Biosynthesis TG(20:0/20:1(11Z)/20:1(11Z)),metabolic,drugbank
SMP0015963,"De Novo Triacylglycerol Biosynthesis TG(20:0/20:1(11Z)/20:4(5Z,8Z,11Z,14Z))",metabolic,drugbank
SMP0015971,De Novo Triacylglycerol Biosynthesis TG(16:1(9Z)/20:0/20:0),metabolic,drugbank
SMP0015972,De Novo Triacylglycerol Biosynthesis TG(16:1(9Z)/20:0/20:1(11Z)),metabolic,drugbank
SMP0015973,"De Novo Triacylglycerol Biosynthesis TG(16:1(9Z)/20:0/20:4(5Z,8Z,11Z,14Z))",metabolic,drugbank
SMP0015983,De Novo Triacylglycerol Biosynthesis TG(16:1(9Z)/18:1(9Z)/18:1(9Z)),metabolic,drugbank
SMP0015984,De Novo Triacylglycerol Biosynthesis TG(16:1(9Z)/18:1(9Z)/20:1(11Z)),metabolic,drugbank
SMP0015985,"De Novo Triacylglycerol Biosynthesis TG(16:1(9Z)/18:1(9Z)/18:2(9Z,12Z))",metabolic,drugbank
SMP0015987,De Novo Triacylglycerol Biosynthesis TG(16:1(9Z)/20:1(11Z)/20:1(11Z)),metabolic,drugbank
SMP0000144,Adenosine Deaminase Deficiency,disease,drugbank
SMP0000168,AICA-Ribosiduria,disease,drugbank
SMP0000203,Molybdenum Cofactor Deficiency,disease,drugbank
SMP0000308,Dopamine Activation of Neurological Reward System,signaling,drugbank
SMP0000309,Excitatory Neural Signalling Through 5-HTR 4 and Serotonin,signaling,drugbank
SMP0000354,Intracellular Signalling Through Prostacyclin Receptor and Prostacyclin,signaling,drugbank
SMP0000427,Azathioprine Action Pathway,drug_action,drugbank
SMP0000430,Thioguanine Action Pathway,drug_action,drugbank
SMP0000513,Xanthinuria Type II,disease,drugbank
SMP0063756,Lysophosphatidic Acid LPA4 Signalling,signaling,drugbank
SMP0063757,Lysophosphatidic Acid LPA5 Signalling,signaling,drugbank
SMP0000167,Adenylosuccinate Lyase Deficiency,disease,drugbank
SMP0000220,Xanthine Dehydrogenase Deficiency (Xanthinuria),disease,drugbank
SMP0000312,Excitatory Neural Signalling Through 5-HTR 6 and Serotonin,signaling,drugbank
SMP0000322,Vasopressin Regulation of Water Homeostasis,signaling,drugbank
SMP0000335,Intracellular Signalling Through Histamine H2 Receptor and Histamine,signaling,drugbank
SMP0000343,Intracellular Signalling Through PGD2 receptor and Prostaglandin D2,signaling,drugbank
SMP0000512,Xanthinuria Type I,disease,drugbank
SMP0000536,Mitochondrial DNA Depletion Syndrome,disease,drugbank
SMP0000537,Myoadenylate Deaminase Deficiency,disease,drugbank
SMP0063746,Lysophosphatidic Acid LPA1 Signalling,signaling,drugbank
SMP0063753,Lysophosphatidic Acid LPA2 Signalling,signaling,drugbank
SMP0063759,Lysophosphatidic Acid LPA6 Signalling,signaling,drugbank
SMP0000050,Purine Metabolism,metabolic,drugbank
SMP0000210,Purine Nucleoside Phosphorylase Deficiency,disease,drugbank
SMP0000310,Corticotropin Activation of Cortisol Production,signaling,drugbank
SMP0000311,Excitatory Neural Signalling Through 5-HTR 7 and Serotonin,signaling,drugbank
SMP0000320,Intracellular Signalling Through Adenosine Receptor A2a and Adenosine,signaling,drugbank
SMP0000321,Intracellular Signalling Through Adenosine Receptor A2b and Adenosine,signaling,drugbank
SMP0000333,Intracellular Signalling Through FSH Receptor and Follicle Stimulating Hormone,signaling,drugbank
SMP0000385,Homocarnosinosis,disease,drugbank
SMP0000072,Glutamate Metabolism,metabolic,drugbank
SMP0000339,Hyperinsulinism-Hyperammonemia Syndrome,disease,drugbank
SMP0000136,2-Hydroxyglutric Aciduria (D and L Form),disease,drugbank
SMP0000243,4-Hydroxybutyric Aciduria/Succinic Semialdehyde Dehydrogenase Deficiency,disease,drugbank
SMP0000567,Succinic Semialdehyde Dehydrogenase Deficiency,disease,drugbank
SMP0000099,Lovastatin Action Pathway,drug_action,drugbank
SMP0000111,Cerivastatin Action Pathway,drug_action,drugbank
SMP0000209,Hypercholesterolemia,disease,drugbank
SMP0000388,"Chondrodysplasia Punctata II, X-Linked Dominant (CDPX2)",disease,drugbank
SMP0000389,Smith-Lemli-Opitz Syndrome (SLOS),disease,drugbank
SMP0000510,Mevalonic Aciduria,disease,drugbank
SMP0000082,Simvastatin Action Pathway,drug_action,drugbank
SMP0000089,Pravastatin Action Pathway,drug_action,drugbank
SMP0000092,Rosuvastatin Action Pathway,drug_action,drugbank
SMP0000107,Zoledronate Action Pathway,drug_action,drugbank
SMP0000117,Pamidronate Action Pathway,drug_action,drugbank
SMP0000119,Fluvastatin Action Pathway,drug_action,drugbank
SMP0000319,Lysosomal Acid Lipase Deficiency (Wolman Disease),disease,drugbank
SMP0000508,Cholesteryl Ester Storage Disease,disease,drugbank
SMP0000023,Steroid Biosynthesis,metabolic,drugbank
SMP0000079,Ibandronate Action Pathway,drug_action,drugbank
SMP0000095,Alendronate Action Pathway,drug_action,drugbank
SMP0000112,Risedronate Action Pathway,drug_action,drugbank
SMP0000131,Atorvastatin Action Pathway,drug_action,drugbank
SMP0000386,Desmosterolosis,disease,drugbank
SMP0000387,CHILD Syndrome,disease,drugbank
SMP0000509,Hyper-IgD Syndrome,disease,drugbank
SMP0000511,Wolman Disease,disease,drugbank
SMP0000020,Arginine and Proline Metabolism,metabolic,drugbank
SMP0000024,Porphyrin Metabolism,metabolic,drugbank
SMP0000050,Purine Metabolism,metabolic,drugbank
SMP0000082,Simvastatin Action Pathway,drug_action,drugbank
SMP0000084,Etodolac Action Pathway,drug_action,drugbank
SMP0000085,Ketoprofen Action Pathway,drug_action,drugbank
SMP0000086,Ibuprofen Action Pathway,drug_action,drugbank
SMP0000089,Pravastatin Action Pathway,drug_action,drugbank
SMP0000092,Rosuvastatin Action Pathway,drug_action,drugbank
SMP0000096,Celecoxib Action Pathway,drug_action,drugbank
SMP0000101,Suprofen Action Pathway,drug_action,drugbank
SMP0000104,Indomethacin Action Pathway,drug_action,drugbank
SMP0000107,Zoledronate Action Pathway,drug_action,drugbank
SMP0000117,Pamidronate Action Pathway,drug_action,drugbank
SMP0000119,Fluvastatin Action Pathway,drug_action,drugbank
SMP0000188,Guanidinoacetate Methyltransferase Deficiency (GAMT Deficiency),disease,drugbank
SMP0000210,Purine Nucleoside Phosphorylase Deficiency,disease,drugbank
SMP0000289,Diflunisal Action Pathway,drug_action,drugbank
SMP0000314,Congenital Bile Acid Synthesis Defect Type II,disease,drugbank
SMP0000319,Lysosomal Acid Lipase Deficiency (Wolman Disease),disease,drugbank
SMP0000327,Phenytoin (Antiarrhythmic) Action Pathway,drug_action,drugbank
SMP0000353,Leukotriene C4 Synthesis Deficiency,disease,drugbank
SMP0000355,Mitochondrial Electron Transport Chain,metabolic,drugbank
SMP0000360,Hyperprolinemia Type II,disease,drugbank
SMP0000361,Hyperprolinemia Type I,disease,drugbank
SMP0000364,Lesch-Nyhan Syndrome (LNS),disease,drugbank
SMP0000365,Gout or Kelley-Seegmiller Syndrome,disease,drugbank
SMP0000371,Congenital Lipoid Adrenal Hyperplasia (CLAH) or Lipoid CAH,disease,drugbank
SMP0000408,Methadone Action Pathway,drug_action,drugbank
SMP0000422,Imipramine Action Pathway,drug_action,drugbank
SMP0000605,Ifosfamide Metabolism Pathway,drug_metabolism,drugbank
SMP0000447,Cyclophosphamide Action Pathway,drug_action,drugbank
SMP0000448,Ifosfamide Action Pathway,drug_action,drugbank
SMP0000604,Cyclophosphamide Metabolism Pathway,drug_metabolism,drugbank
SMP0000067,Aspartate Metabolism,metabolic,drugbank
SMP0000175,Canavan Disease,disease,drugbank
SMP0000192,Hypoacetylaspartia,disease,drugbank
SMP0000316,Zellweger Syndrome,disease,drugbank
SMP0000314,Congenital Bile Acid Synthesis Defect Type II,disease,drugbank
SMP0000720,27-Hydroxylase Deficiency,disease,drugbank
SMP0000035,Bile Acid Biosynthesis,metabolic,drugbank
SMP0000315,Cerebrotendinous Xanthomatosis (CTX),disease,drugbank
SMP0000317,Familial Hypercholanemia (FHCA),disease,drugbank
SMP0000318,Congenital Bile Acid Synthesis Defect Type III,disease,drugbank
SMP0000716,Thyroid Hormone Synthesis,metabolic,drugbank
SMP0000074,Retinol Metabolism,metabolic,drugbank
SMP0000336,Vitamin A Deficiency,disease,drugbank
SMP0000048,Nicotinate and Nicotinamide Metabolism,metabolic,drugbank
SMP0000046,Pyrimidine Metabolism,metabolic,drugbank
SMP0000202,MNGIE (Mitochondrial Neurogastrointestinal Encephalopathy),disease,drugbank
SMP0000172,beta-Ureidopropionase Deficiency,disease,drugbank
SMP0000178,Dihydropyrimidinase Deficiency,disease,drugbank
SMP0000219,UMP Synthase Deficiency (Orotic Aciduria),disease,drugbank
SMP0000004,Glycine and Serine Metabolism,metabolic,drugbank
SMP0000020,Arginine and Proline Metabolism,metabolic,drugbank
SMP0000188,Guanidinoacetate Methyltransferase Deficiency (GAMT Deficiency),disease,drugbank
SMP0000360,Hyperprolinemia Type II,disease,drugbank
SMP0000361,Hyperprolinemia Type I,disease,drugbank
SMP0000507,L-Arginine:Glycine Amidinotransferase Deficiency,disease,drugbank
SMP0000207,Prolidase Deficiency (PD),disease,drugbank
SMP0000208,Prolinemia Type II,disease,drugbank
SMP0000223,Non-Ketotic Hyperglycinemia,disease,drugbank
SMP0000244,Sarcosinemia,disease,drugbank
SMP0000363,Ornithine Aminotransferase Deficiency (OAT Deficiency),disease,drugbank
SMP0000506,Hyperornithinemia-Hyperammonemia-Homocitrullinuria [HHH-syndrome],disease,drugbank
